student_id,class,gender,state,socioeconomic_score,family_income_category,distance_from_school_km,num_siblings,parents_education,is_first_gen_learner,has_elder_sibling_dropped,child_labour_involved,seasonal_migration,health_issues,prev_year_attendance,current_attendance,midterm_score,final_score_prev_year,score_trend,failed_prev_year,repeated_class,teacher_student_ratio,school_has_midday_meal,school_has_toilet,dropout_risk_score,dropout_risk_label,dropout
STU0524,9,Male,Rajasthan,6.54,Middle Income,4.4,1,Illiterate,1,1,0,0,1,61.2,56.0,62.2,72.3,-10.0,0,0,57,0,1,36.13,Low,0
STU0525,9,Female,Odisha,4.3,Low Income,1.2,2,Primary,0,0,0,0,0,80.2,74.7,60.1,53.1,7.0,0,0,36,1,1,32.45,Low,0
STU0526,7,Male,Bihar,0.38,Below Poverty Line,0.5,0,Primary,0,0,0,1,0,89.8,82.7,64.2,67.5,-3.3,0,0,63,0,1,31.87,Low,0
STU0527,7,Male,Odisha,7.55,Middle Income,0.5,2,Primary,0,0,0,0,0,68.0,59.1,83.6,74.1,9.6,0,0,31,1,1,11.84,Low,0
STU0528,7,Female,Jharkhand,4.4,Low Income,0.5,4,Secondary,1,0,0,0,0,58.0,44.8,51.8,62.2,-10.3,0,0,38,1,1,37.67,Low,0
STU0529,6,Male,Rajasthan,2.65,Below Poverty Line,1.4,3,Graduate,0,1,0,1,0,23.1,10.0,91.9,66.0,25.8,0,0,44,1,1,47.5,Medium,0
STU0530,10,Female,UP,2.9,Below Poverty Line,3.2,4,Secondary,1,0,0,0,1,75.4,84.5,62.3,59.8,2.5,0,0,60,1,1,29.87,Low,0
STU0531,9,Female,UP,4.16,Low Income,0.5,3,Illiterate,1,0,0,0,1,53.4,43.4,49.8,71.6,-21.8,0,0,44,0,1,52.39,Medium,0
STU0532,10,Female,UP,1.63,Below Poverty Line,0.6,0,Primary,0,0,0,0,0,67.5,61.2,98.2,54.1,44.1,0,0,62,0,0,17.88,Low,0
STU0533,10,Male,UP,1.48,Below Poverty Line,0.8,0,Primary,1,0,0,0,0,83.3,76.9,69.9,52.7,17.2,0,0,60,1,1,6.67,Low,0
STU0534,8,Male,UP,3.17,Low Income,4.0,5,Primary,0,0,1,0,0,82.5,88.5,46.8,58.3,-11.5,0,0,56,0,0,29.04,Low,0
STU0535,9,Female,Rajasthan,7.53,Middle Income,3.8,0,Illiterate,1,1,0,1,1,67.7,82.1,56.5,78.1,-21.6,0,0,31,0,0,44.42,Medium,0
STU0536,10,Female,Rajasthan,4.52,Low Income,3.2,1,Secondary,1,0,1,1,0,23.0,19.6,66.4,28.3,38.1,1,0,38,0,1,63.97,Medium,0
STU0537,9,Female,Bihar,1.49,Below Poverty Line,1.2,1,Primary,1,1,0,0,0,65.7,59.2,52.3,42.5,9.7,0,0,30,1,1,44.34,Medium,0
STU0538,6,Male,Rajasthan,0.18,Below Poverty Line,1.9,3,Secondary,0,1,0,0,1,11.5,10.0,57.4,96.7,-39.3,0,0,48,1,0,66.51,High,1
STU0539,7,Female,Telangana,1.42,Below Poverty Line,0.5,2,Graduate,0,1,0,0,0,51.8,32.4,40.3,62.7,-22.4,0,0,38,1,1,58.54,Medium,0
STU0540,6,Female,Telangana,3.83,Low Income,1.0,5,Illiterate,1,0,0,0,0,58.3,35.6,24.7,51.1,-26.4,0,0,31,0,1,58.84,Medium,0
STU0541,10,Female,UP,2.41,Below Poverty Line,9.1,2,Graduate,0,0,0,0,1,78.1,65.2,56.9,71.5,-14.6,0,0,30,0,1,52.22,Medium,0
STU0542,8,Female,Rajasthan,5.3,Low Income,15.6,3,Secondary,0,1,0,0,1,77.7,51.8,57.5,44.7,12.9,0,0,41,1,0,60.56,Medium,0
STU0543,6,Female,UP,1.68,Below Poverty Line,4.2,1,Primary,1,1,0,0,1,41.4,47.2,64.5,22.3,42.2,1,1,55,1,0,59.72,Medium,0
STU0544,9,Female,UP,3.02,Low Income,9.9,4,Primary,0,1,0,1,0,18.2,17.4,44.6,64.0,-19.4,0,0,39,1,1,81.73,High,1
STU0545,8,Male,Bihar,6.02,Middle Income,4.1,5,Primary,1,0,0,0,0,55.8,48.2,30.9,45.6,-14.7,0,0,30,1,1,37.94,Low,0
STU0546,7,Male,Odisha,1.65,Below Poverty Line,0.5,3,Primary,0,0,1,0,0,74.5,80.6,37.6,59.7,-22.1,0,0,30,1,1,33.12,Low,0
STU0547,6,Male,Telangana,2.21,Below Poverty Line,22.9,2,Primary,0,1,1,0,1,31.8,16.1,74.0,63.6,10.4,0,0,60,0,1,80.72,High,1
STU0548,9,Male,MP,2.83,Below Poverty Line,0.5,3,Illiterate,1,0,1,1,0,60.1,46.9,43.0,60.4,-17.4,0,0,40,1,1,55.56,Medium,0
STU0549,8,Male,MP,3.57,Low Income,4.6,3,Primary,0,0,0,0,0,16.9,10.0,47.0,28.9,18.1,1,0,34,0,1,50.15,Medium,0
STU0550,9,Male,Odisha,3.16,Low Income,1.2,0,Illiterate,1,0,0,0,1,83.9,86.6,49.4,58.4,-9.1,0,0,64,1,0,34.59,Low,0
STU0551,8,Male,Assam,0.73,Below Poverty Line,2.0,1,Illiterate,1,0,1,0,0,71.2,58.1,43.9,65.6,-21.7,0,0,40,1,1,63.67,Medium,0
STU0552,10,Male,Telangana,1.56,Below Poverty Line,4.2,5,Primary,1,0,1,0,1,61.9,57.1,42.5,34.2,8.3,1,0,33,1,1,78.99,High,1
STU0553,8,Female,UP,2.54,Below Poverty Line,2.3,0,Primary,0,0,1,0,0,57.3,62.3,39.3,32.2,7.1,1,1,50,0,1,65.84,High,1
STU0554,8,Female,Jharkhand,2.43,Below Poverty Line,1.2,1,Primary,0,0,0,0,0,41.5,50.2,80.2,39.8,40.4,0,0,57,0,0,31.72,Low,0
STU0555,10,Male,Bihar,5.56,Low Income,1.6,3,Illiterate,1,0,0,0,0,99.0,93.7,67.2,70.7,-3.5,0,0,37,1,1,24.31,Low,0
STU0556,7,Female,Rajasthan,6.51,Middle Income,1.7,1,Secondary,0,0,0,0,0,82.4,81.3,77.5,24.0,53.4,1,1,49,1,1,30.84,Low,0
STU0557,6,Female,MP,5.68,Low Income,12.8,2,Primary,1,0,0,0,0,55.1,41.1,81.1,72.1,9.0,0,0,50,1,1,30.58,Low,0
STU0558,6,Male,MP,1.46,Below Poverty Line,6.4,5,Illiterate,1,1,1,0,1,52.3,64.1,12.7,64.7,-52.0,0,0,64,1,1,82.51,High,1
STU0559,9,Male,Assam,6.27,Middle Income,2.5,0,Primary,0,0,0,0,0,62.8,56.1,61.2,53.6,7.6,0,0,61,1,1,21.77,Low,0
STU0560,8,Male,Assam,3.69,Low Income,0.9,5,Primary,0,0,0,0,1,70.2,66.0,44.4,32.8,11.6,1,0,34,1,1,34.19,Low,0
STU0561,9,Female,MP,2.57,Below Poverty Line,6.7,3,Illiterate,1,1,0,0,1,85.3,76.3,75.1,44.5,30.6,0,0,33,1,1,50.56,Medium,0
STU0562,6,Female,UP,3.0,Low Income,0.7,2,Primary,1,1,0,0,0,60.7,67.7,41.7,71.3,-29.6,0,0,36,1,0,41.4,Medium,0
STU0563,6,Male,Jharkhand,4.47,Low Income,0.9,1,Secondary,1,0,0,0,0,44.0,41.0,36.0,79.4,-43.3,0,0,63,0,0,36.08,Low,0
STU0564,6,Male,Telangana,6.02,Middle Income,1.8,1,Secondary,0,0,1,0,1,61.9,64.5,29.2,40.5,-11.3,0,0,49,1,0,44.7,Medium,0
STU0565,7,Male,UP,4.73,Low Income,8.5,2,Illiterate,1,0,0,0,0,52.3,50.8,49.6,77.4,-27.9,0,0,36,0,1,38.69,Low,0
STU0566,8,Male,Jharkhand,0.33,Below Poverty Line,0.6,1,Secondary,0,0,0,0,0,8.4,10.0,71.5,69.7,1.8,0,0,53,0,1,47.91,Medium,0
STU0567,7,Male,UP,6.51,Middle Income,0.5,0,Primary,1,1,0,0,0,66.6,70.9,59.6,57.9,1.7,0,0,50,1,1,17.57,Low,0
STU0568,7,Male,UP,0.66,Below Poverty Line,2.7,4,Graduate,1,1,0,0,1,13.4,11.8,33.4,45.5,-12.1,0,0,38,1,1,78.16,High,1
STU0569,10,Female,Telangana,4.15,Low Income,1.3,1,Illiterate,1,1,0,0,0,77.4,62.8,93.7,48.1,45.6,0,0,48,1,1,36.47,Low,0
STU0570,7,Female,Jharkhand,5.04,Low Income,3.4,3,Primary,0,0,0,0,0,80.5,65.6,66.7,89.0,-22.3,0,0,49,1,1,27.47,Low,0
STU0571,8,Male,Rajasthan,4.82,Low Income,2.4,1,Primary,0,0,0,0,0,6.6,10.0,69.0,61.0,8.0,0,0,57,1,1,25.36,Low,0
STU0572,9,Female,MP,1.06,Below Poverty Line,2.3,5,Illiterate,1,1,1,0,0,35.7,39.7,78.1,80.6,-2.5,0,0,61,1,1,67.24,High,1
STU0573,7,Male,UP,5.42,Low Income,0.5,3,Secondary,1,0,0,0,0,63.7,75.1,25.5,62.1,-36.6,0,0,63,1,1,21.91,Low,0
STU0574,8,Male,Odisha,3.75,Low Income,0.6,1,Primary,0,0,0,0,0,48.8,26.1,38.6,50.3,-11.7,0,0,45,1,1,31.21,Low,0
STU0575,10,Male,Odisha,2.47,Below Poverty Line,6.9,1,Illiterate,1,1,1,0,0,25.1,20.3,69.8,67.9,1.9,0,0,46,1,1,78.4,High,1
STU0576,10,Female,UP,1.86,Below Poverty Line,8.7,3,Primary,0,0,1,0,0,46.1,46.0,40.4,94.7,-54.3,0,0,40,1,1,66.54,High,1
STU0577,6,Female,Bihar,4.2,Low Income,1.1,0,Primary,0,0,1,0,0,87.6,85.6,50.0,47.1,3.0,0,0,33,1,1,35.23,Low,0
STU0578,10,Female,UP,4.63,Low Income,0.5,4,Illiterate,1,1,0,1,1,78.8,83.9,53.6,73.5,-19.9,0,0,47,0,1,53.22,Medium,0
STU0579,8,Male,Assam,1.17,Below Poverty Line,0.5,4,Graduate,0,0,1,0,0,68.8,70.4,32.0,61.2,-29.2,0,0,35,1,1,48.65,Medium,0
STU0580,7,Female,MP,4.07,Low Income,3.7,0,Secondary,0,0,0,0,0,67.6,52.8,48.5,33.4,15.1,1,1,61,1,1,51.45,Medium,0
STU0581,7,Male,Assam,5.18,Low Income,5.0,1,Illiterate,1,0,0,0,0,54.1,39.0,71.5,33.0,38.5,1,1,34,0,1,51.87,Medium,0
STU0582,10,Female,UP,0.96,Below Poverty Line,1.9,4,Primary,0,0,1,0,1,45.6,43.7,68.1,50.3,17.8,0,0,44,0,0,57.26,Medium,0
STU0583,8,Male,Odisha,4.89,Low Income,4.6,0,Primary,0,0,0,0,0,94.7,99.6,75.0,63.9,11.1,0,0,45,1,0,8.52,Low,0
STU0584,7,Male,Odisha,5.46,Low Income,5.0,0,Secondary,1,0,1,0,1,84.0,80.4,73.2,72.9,0.2,0,0,46,1,1,37.47,Low,0
STU0585,8,Female,MP,2.43,Below Poverty Line,11.0,4,Graduate,1,0,0,1,1,56.3,35.5,62.3,31.3,31.0,1,0,44,1,0,77.38,High,1
STU0586,6,Female,Assam,7.06,Middle Income,0.5,3,Primary,0,1,0,0,0,71.9,56.5,60.9,69.1,-8.2,0,0,64,1,1,25.15,Low,0
STU0587,6,Male,Bihar,5.25,Low Income,0.9,2,Secondary,0,0,0,0,0,78.7,80.6,59.6,56.0,3.6,0,0,37,1,1,10.42,Low,0
STU0588,6,Female,Telangana,1.99,Below Poverty Line,0.5,3,Primary,0,1,1,0,1,48.9,40.4,43.7,58.1,-14.3,0,0,64,1,0,65.63,High,1
STU0589,6,Male,MP,1.76,Below Poverty Line,8.1,1,Primary,1,0,0,0,0,72.1,68.3,36.5,68.0,-31.5,0,0,56,1,1,34.28,Low,0
STU0590,6,Female,MP,1.49,Below Poverty Line,6.3,3,Graduate,0,1,0,0,0,75.0,80.7,42.6,87.7,-45.1,0,0,43,1,1,36.96,Low,0
STU0591,6,Female,Rajasthan,5.73,Low Income,3.4,5,Primary,0,0,0,0,0,85.4,68.4,49.1,63.2,-14.0,0,0,52,1,1,29.33,Low,0
STU0592,8,Female,UP,6.02,Middle Income,0.5,2,Primary,1,0,0,1,0,66.9,57.8,43.2,34.9,8.3,1,0,49,1,1,33.73,Low,0
STU0593,6,Female,Rajasthan,3.06,Low Income,1.3,2,Secondary,0,1,0,0,0,81.5,71.2,62.4,54.8,7.6,0,0,35,1,1,37.89,Low,0
STU0594,7,Female,UP,1.74,Below Poverty Line,1.4,0,Illiterate,1,0,0,0,0,69.5,68.0,58.6,72.5,-13.9,0,0,53,0,1,37.47,Low,0
STU0595,10,Male,Bihar,3.49,Low Income,3.3,5,Primary,0,0,0,0,0,30.0,32.7,60.6,73.0,-12.5,0,0,52,1,1,46.87,Medium,0
STU0596,8,Female,MP,4.88,Low Income,1.2,1,Graduate,0,0,0,0,0,64.4,44.6,61.3,69.3,-8.0,0,0,41,1,0,23.36,Low,0
STU0597,8,Male,Odisha,4.68,Low Income,0.5,0,Secondary,0,1,1,0,0,65.1,60.0,76.5,49.3,27.2,0,0,31,0,1,37.14,Low,0
STU0598,6,Male,UP,8.68,Middle Income,5.2,3,Secondary,1,0,0,0,0,53.9,57.6,54.8,34.7,20.1,1,0,56,1,1,22.97,Low,0
STU0599,6,Male,Bihar,4.86,Low Income,1.4,3,Illiterate,1,0,0,0,0,23.7,10.0,73.2,68.0,5.1,0,0,61,1,1,35.91,Low,0
STU0600,6,Male,UP,0.93,Below Poverty Line,2.4,4,Primary,0,0,0,0,0,89.0,83.3,64.3,37.4,26.9,0,0,58,0,1,31.07,Low,0
STU0601,6,Female,UP,3.66,Low Income,0.5,0,Graduate,0,0,1,0,0,49.0,31.8,75.3,69.8,5.6,0,0,62,1,1,39.56,Low,0
STU0602,7,Male,Odisha,4.78,Low Income,6.5,5,Primary,0,0,0,0,0,71.0,59.6,84.1,69.8,14.3,0,0,58,1,1,27.25,Low,0
STU0603,6,Female,Jharkhand,2.33,Below Poverty Line,3.3,0,Illiterate,1,0,0,0,0,79.1,49.0,65.4,50.0,15.3,0,0,62,1,1,52.22,Medium,0
STU0604,6,Male,Bihar,3.75,Low Income,9.3,0,Primary,0,0,0,0,0,43.0,51.9,56.9,56.1,0.8,0,0,46,1,1,36.43,Low,0
STU0605,6,Male,Odisha,0.57,Below Poverty Line,2.7,0,Primary,1,0,0,0,0,52.1,43.6,56.8,61.4,-4.6,0,0,39,1,0,36.47,Low,0
STU0606,7,Male,Jharkhand,2.63,Below Poverty Line,11.3,2,Illiterate,1,1,0,0,0,67.6,54.5,46.5,47.5,-1.0,0,0,30,0,1,63.4,Medium,0
STU0607,6,Male,Jharkhand,1.96,Below Poverty Line,8.9,4,Secondary,0,1,0,1,0,75.9,74.1,45.9,34.5,11.4,1,1,46,1,1,82.87,High,1
STU0608,7,Male,UP,2.0,Below Poverty Line,3.4,1,Graduate,0,1,0,0,0,53.4,38.0,71.2,57.3,13.9,0,0,57,1,1,44.41,Medium,0
STU0609,8,Female,Assam,3.5,Low Income,10.9,1,Primary,1,0,0,0,1,19.6,10.0,37.7,59.1,-21.5,0,0,56,1,1,58.43,Medium,0
STU0610,9,Male,Bihar,4.49,Low Income,1.6,1,Secondary,1,1,0,0,0,37.2,47.3,84.1,81.1,2.9,0,0,54,0,1,29.11,Low,0
STU0611,6,Female,UP,0.67,Below Poverty Line,1.8,2,Secondary,0,0,0,0,1,29.8,42.9,52.3,44.7,7.6,0,0,63,1,1,41.14,Medium,0
STU0612,9,Male,Telangana,7.38,Middle Income,0.5,4,Secondary,0,1,1,0,0,56.5,45.6,100.0,76.2,23.8,0,0,32,1,0,41.78,Medium,0
STU0613,8,Male,Bihar,5.09,Low Income,3.6,5,Illiterate,1,0,0,0,0,79.6,85.2,42.5,38.5,4.0,0,0,58,0,0,32.61,Low,0
STU0614,6,Female,Telangana,6.44,Middle Income,5.1,4,Illiterate,1,0,1,0,0,60.9,59.4,59.5,35.1,24.4,0,0,64,0,1,48.0,Medium,0
STU0615,10,Male,UP,1.97,Below Poverty Line,5.9,2,Illiterate,1,0,0,1,0,64.4,45.3,48.7,52.9,-4.2,0,0,39,1,1,60.62,Medium,0
STU0616,10,Male,UP,5.77,Low Income,0.6,5,Illiterate,1,0,0,0,0,37.2,22.9,40.7,42.0,-1.3,0,0,30,1,1,44.69,Medium,0
STU0617,6,Male,Odisha,4.63,Low Income,2.3,0,Primary,1,1,0,0,0,69.2,79.7,74.1,34.9,39.2,1,1,30,1,1,32.6,Low,0
STU0618,7,Male,Jharkhand,2.87,Below Poverty Line,0.8,3,Primary,1,1,0,0,1,30.7,11.4,35.1,91.1,-56.0,0,0,61,0,0,59.4,Medium,0
STU0619,9,Female,UP,2.25,Below Poverty Line,4.3,0,Illiterate,1,1,0,0,0,72.3,90.1,42.8,50.3,-7.5,0,0,51,1,1,55.3,Medium,0
STU0620,9,Male,Jharkhand,1.51,Below Poverty Line,0.7,1,Illiterate,1,0,1,1,1,58.8,48.0,65.6,97.3,-31.7,0,0,48,1,1,61.16,Medium,0
STU0621,6,Female,Jharkhand,4.65,Low Income,9.4,0,Primary,0,0,0,1,0,12.6,23.4,68.4,41.1,27.3,0,0,64,1,1,56.14,Medium,0
STU0622,6,Female,Odisha,2.63,Below Poverty Line,1.0,2,Illiterate,1,0,0,0,0,56.8,48.7,29.9,29.0,1.0,1,1,35,0,1,58.45,Medium,0
STU0623,7,Male,Telangana,8.13,Middle Income,1.4,1,Secondary,0,1,0,0,1,20.1,23.1,65.5,80.0,-14.5,0,0,63,1,1,44.67,Medium,0
STU0624,8,Female,MP,3.46,Low Income,7.6,3,Illiterate,1,0,0,0,0,76.6,85.5,57.3,45.6,11.7,0,0,44,0,1,29.5,Low,0
STU0625,8,Male,Assam,0.44,Below Poverty Line,2.5,5,Secondary,1,1,0,0,0,67.9,76.8,38.5,60.4,-21.9,0,0,32,1,1,41.44,Medium,0
STU0626,7,Female,MP,3.04,Low Income,0.5,5,Graduate,0,0,0,0,0,51.9,41.1,40.8,35.0,5.8,1,0,51,0,1,56.28,Medium,0
STU0627,7,Male,UP,2.38,Below Poverty Line,2.7,1,Secondary,1,0,0,0,0,50.5,36.9,18.4,57.4,-39.0,0,0,58,1,1,44.57,Medium,0
STU0628,9,Female,Rajasthan,2.7,Below Poverty Line,0.5,0,Secondary,1,1,1,1,0,66.7,60.9,85.9,34.7,51.2,1,1,43,1,0,72.85,High,1
STU0629,6,Male,MP,7.06,Middle Income,16.9,4,Graduate,1,0,0,1,0,75.1,57.1,73.3,56.7,16.5,0,0,59,1,1,47.51,Medium,0
STU0630,7,Male,Rajasthan,4.61,Low Income,3.5,4,Illiterate,1,0,0,0,0,61.5,58.9,31.8,49.9,-18.1,0,0,44,1,1,44.3,Medium,0
STU0631,9,Female,Telangana,4.06,Low Income,1.2,5,Graduate,0,0,0,0,0,36.0,22.8,69.4,61.9,7.5,0,0,58,1,1,47.54,Medium,0
STU0632,10,Female,UP,3.57,Low Income,3.3,4,Secondary,0,1,0,0,0,17.7,23.5,44.7,68.6,-24.0,0,0,43,1,1,48.44,Medium,0
STU0633,8,Male,Odisha,2.24,Below Poverty Line,0.5,1,Secondary,1,0,1,1,0,68.5,57.8,71.5,62.1,9.4,0,0,32,1,1,49.51,Medium,0
STU0634,8,Male,Jharkhand,5.11,Low Income,6.4,4,Primary,0,0,0,1,0,61.6,39.1,46.1,65.7,-19.6,0,0,51,1,1,47.8,Medium,0
STU0635,6,Female,Telangana,2.19,Below Poverty Line,10.4,2,Primary,0,0,0,0,0,79.8,88.8,48.5,56.1,-7.7,0,0,62,1,1,40.78,Medium,0
STU0636,7,Female,Assam,5.25,Low Income,8.3,5,Secondary,0,0,0,0,0,26.5,23.3,49.8,50.6,-0.8,0,0,52,1,1,37.13,Low,0
STU0637,8,Female,UP,1.42,Below Poverty Line,1.7,3,Primary,0,0,1,0,0,58.4,53.7,43.2,66.0,-22.8,0,0,36,1,1,48.86,Medium,0
STU0638,6,Female,MP,4.19,Low Income,1.6,4,Secondary,0,0,0,0,1,68.1,74.0,80.2,56.1,24.1,0,0,49,1,1,19.87,Low,0
STU0639,7,Female,Odisha,1.4,Below Poverty Line,0.5,2,Illiterate,1,1,0,0,0,40.5,44.3,71.2,56.8,14.4,0,0,36,1,1,54.42,Medium,0
STU0640,7,Female,Odisha,4.94,Low Income,4.2,2,Primary,0,1,0,0,1,48.5,35.9,57.0,64.8,-7.8,0,0,46,1,0,49.65,Medium,0
STU0641,6,Male,Assam,6.16,Middle Income,3.1,1,Primary,1,0,0,0,1,35.9,26.4,73.4,40.4,33.0,0,0,61,1,1,30.45,Low,0
STU0642,7,Male,UP,3.25,Low Income,2.5,5,Illiterate,1,1,1,0,1,97.4,81.3,25.7,82.3,-56.6,0,0,44,1,1,70.72,High,1
STU0643,6,Female,Jharkhand,4.2,Low Income,9.5,1,Illiterate,1,0,1,0,1,35.6,15.9,32.9,53.8,-20.9,0,0,42,0,0,86.0,High,1
STU0644,7,Female,Telangana,5.97,Low Income,0.7,3,Illiterate,1,0,0,1,1,38.8,39.6,63.5,60.1,3.4,0,0,32,1,0,51.6,Medium,0
STU0645,6,Male,MP,5.24,Low Income,0.5,3,Primary,1,0,0,0,0,69.2,68.1,68.2,57.2,11.0,0,0,54,1,1,6.26,Low,0
STU0646,10,Male,Odisha,1.89,Below Poverty Line,0.5,0,Primary,0,0,0,0,1,39.8,42.4,60.0,69.1,-9.1,0,0,61,1,1,34.36,Low,0
STU0647,8,Female,MP,2.7,Below Poverty Line,1.0,3,Illiterate,1,0,0,0,0,18.4,26.3,21.1,63.8,-42.7,0,0,45,1,0,61.99,Medium,0
STU0648,9,Male,UP,6.36,Middle Income,0.5,5,Graduate,0,0,0,1,0,66.4,69.1,35.9,57.2,-21.3,0,0,30,1,1,33.99,Low,0
STU0649,9,Male,Jharkhand,2.97,Below Poverty Line,2.8,5,Secondary,0,1,0,0,0,75.2,78.8,62.5,82.6,-20.1,0,0,32,1,1,30.28,Low,0
STU0650,8,Male,UP,4.25,Low Income,1.5,1,Secondary,0,0,1,1,0,31.4,10.0,98.7,3.5,95.1,1,0,49,1,1,65.99,High,1
STU0651,6,Male,Telangana,2.5,Below Poverty Line,0.8,2,Illiterate,1,1,0,0,0,73.1,65.1,76.9,79.1,-2.2,0,0,57,0,1,41.24,Medium,0
STU0652,8,Male,MP,3.29,Low Income,5.5,0,Primary,1,0,0,0,0,58.8,63.5,83.4,73.6,9.7,0,0,51,1,1,27.14,Low,0
STU0653,8,Male,Bihar,6.67,Middle Income,0.9,3,Primary,0,0,0,0,0,74.3,57.6,61.1,26.8,34.3,1,0,30,1,1,24.78,Low,0
STU0654,9,Male,Jharkhand,2.42,Below Poverty Line,4.7,2,Graduate,0,0,0,0,0,88.5,84.4,61.0,73.8,-12.8,0,0,43,1,1,17.28,Low,0
STU0655,7,Female,Bihar,3.27,Low Income,1.7,1,Secondary,0,0,0,0,0,90.7,90.9,36.4,76.0,-39.6,0,0,44,1,1,31.88,Low,0
STU0656,6,Male,UP,2.81,Below Poverty Line,2.9,4,Primary,0,1,0,0,0,44.7,44.1,72.1,67.5,4.6,0,0,61,1,1,47.37,Medium,0
STU0657,7,Female,Odisha,5.51,Low Income,10.9,0,Secondary,1,1,0,0,0,85.9,84.6,53.7,31.5,22.2,1,1,47,1,1,48.96,Medium,0
STU0658,7,Female,Rajasthan,4.14,Low Income,0.5,5,Illiterate,1,0,0,0,0,76.7,77.7,67.5,69.6,-2.1,0,0,51,0,1,37.2,Low,0
STU0659,8,Male,UP,2.17,Below Poverty Line,2.8,2,Illiterate,1,1,0,0,0,53.9,50.7,55.6,75.1,-19.6,0,0,45,1,1,48.59,Medium,0
STU0660,8,Female,MP,0.81,Below Poverty Line,7.7,1,Secondary,1,1,0,1,0,78.1,58.5,60.0,48.3,11.8,0,0,40,1,1,63.18,Medium,0
STU0661,7,Male,Rajasthan,3.52,Low Income,3.5,1,Illiterate,1,0,0,0,0,62.9,62.9,53.4,65.5,-12.1,0,0,36,0,0,34.1,Low,0
STU0662,10,Female,Rajasthan,4.91,Low Income,1.3,0,Illiterate,1,0,0,0,1,86.4,84.2,59.0,52.0,7.0,0,0,38,0,1,25.42,Low,0
STU0663,8,Male,Bihar,3.03,Low Income,2.0,0,Secondary,0,1,1,1,0,44.4,24.9,73.0,73.1,-0.1,0,0,30,1,0,58.6,Medium,0
STU0664,6,Female,Odisha,4.25,Low Income,4.6,3,Illiterate,1,0,0,0,0,83.4,92.2,32.2,52.7,-20.5,0,0,37,1,1,21.92,Low,0
STU0665,6,Female,Odisha,3.27,Low Income,8.9,3,Primary,0,1,0,0,0,75.7,76.1,28.1,48.1,-20.0,0,0,40,1,1,47.76,Medium,0
STU0666,6,Male,MP,4.69,Low Income,0.5,5,Graduate,0,0,0,0,0,83.8,65.0,62.7,57.3,5.3,0,0,34,1,1,18.76,Low,0
STU0667,6,Male,Telangana,5.23,Low Income,0.5,5,Primary,0,0,0,0,0,37.2,24.1,80.9,35.2,45.7,0,0,58,1,1,28.03,Low,0
STU0668,6,Female,Odisha,0.66,Below Poverty Line,1.6,0,Illiterate,1,0,0,0,0,29.7,19.0,85.5,55.6,29.8,0,0,35,1,1,48.37,Medium,0
STU0669,6,Female,MP,2.53,Below Poverty Line,1.1,0,Illiterate,1,0,0,1,0,44.6,34.0,33.0,64.2,-31.2,0,0,41,1,1,55.12,Medium,0
STU0670,7,Male,MP,2.84,Below Poverty Line,1.2,2,Illiterate,1,1,0,0,0,45.6,43.5,47.7,72.8,-25.0,0,0,36,1,1,56.77,Medium,0
STU0671,6,Female,Bihar,2.95,Below Poverty Line,1.0,3,Illiterate,1,0,0,1,0,13.1,10.0,28.4,62.2,-33.9,0,0,41,1,1,82.29,High,1
STU0672,10,Male,Jharkhand,1.68,Below Poverty Line,0.9,1,Illiterate,1,0,0,0,0,32.0,38.3,45.1,33.6,11.4,1,0,62,1,0,45.13,Medium,0
STU0673,6,Female,MP,3.97,Low Income,0.6,3,Primary,0,1,0,1,1,64.7,70.2,75.2,81.0,-5.8,0,0,48,1,1,44.44,Medium,0
STU0674,8,Male,Telangana,1.98,Below Poverty Line,10.9,3,Primary,0,0,0,0,0,34.4,35.6,54.8,82.4,-27.6,0,0,48,1,1,38.76,Low,0
STU0675,7,Female,Bihar,3.39,Low Income,0.6,0,Secondary,0,0,0,0,0,83.0,78.5,48.3,59.9,-11.6,0,0,50,1,1,28.56,Low,0
STU0676,10,Male,Jharkhand,2.85,Below Poverty Line,0.9,0,Secondary,0,0,0,0,0,90.2,94.6,64.8,45.2,19.6,0,0,48,0,1,20.25,Low,0
STU0677,6,Male,Telangana,1.41,Below Poverty Line,1.1,3,Secondary,0,0,0,0,0,75.7,67.9,40.7,49.0,-8.3,0,0,38,1,1,35.0,Low,0
STU0678,7,Male,Assam,2.49,Below Poverty Line,10.8,4,Primary,0,0,0,0,0,71.0,58.8,83.7,54.5,29.1,0,0,51,0,1,30.28,Low,0
STU0679,10,Male,MP,4.63,Low Income,5.6,4,Illiterate,1,0,0,0,0,40.8,47.7,55.1,62.7,-7.6,0,0,48,1,0,39.73,Low,0
STU0680,10,Male,MP,2.09,Below Poverty Line,6.2,5,Secondary,1,0,0,0,0,94.4,92.5,47.8,52.8,-5.1,0,0,40,1,1,26.78,Low,0
STU0681,9,Male,UP,4.0,Low Income,0.5,3,Primary,0,1,0,0,1,40.0,28.2,65.6,43.4,22.2,0,0,54,1,0,47.65,Medium,0
STU0682,7,Female,UP,3.28,Low Income,7.2,4,Illiterate,1,0,0,0,1,62.9,53.7,71.9,75.4,-3.5,0,0,64,1,1,50.58,Medium,0
STU0683,6,Male,Assam,0.65,Below Poverty Line,2.1,5,Secondary,0,0,0,1,1,41.8,29.4,83.7,62.4,21.4,0,0,34,1,1,60.42,Medium,0
